0,1,2,3,4,5,6,7
291,3,1,[2877 2553 2917],[2764 2898 2975],9.98972602739726,9.465753424657533,0.12290245251705656
292,3,1,[2886 2554 2934],[2781 2902 2975],10.013651877133105,9.491467576791809,0.12290245251705656
293,3,1,[2895 2555 2951],[2798 2906 2975],10.037414965986395,9.517006802721088,0.12290245251705656
294,3,1,[2904 2556 2968],[2815 2910 2975],10.061016949152542,9.542372881355933,0.12290245251705656
295,3,1,[2913 2557 2985],[2832 2914 2975],10.08445945945946,9.567567567567568,0.12290245251705656
296,3,1,[2922 2558 3002],[2849 2918 2975],10.107744107744107,9.592592592592593,0.12290245251705656
297,3,1,[2931 2559 3019],[2866 2922 2975],10.130872483221477,9.61744966442953,0.12290245251705656
298,3,1,[2940 2560 3036],[2883 2926 2975],10.153846153846153,9.642140468227424,0.12290245251705656
299,3,1,[2949 2561 3053],[2900 2930 2975],10.176666666666666,9.666666666666666,0.12290245251705656
300,3,1,[2958 2562 3070],[2917 2934 2975],10.199335548172758,9.691029900332225,0.12290245251705656
301,3,1,[2967 2563 3087],[2934 2938 2975],10.221854304635762,9.71523178807947,0.12290245251705656
302,3,1,[2976 2564 3104],[2951 2942 2975],10.244224422442244,9.709570957095709,0.12290245251705656
303,3,2,[2986 2582 3108],[2968 2946 2975],10.223684210526315,9.69078947368421,0.12290245251705656
304,3,2,[2996 2600 3112],[2985 2950 2975],10.20327868852459,9.672131147540984,0.12290245251705656
305,3,2,[3006 2618 3116],[3002 2954 2975],10.183006535947712,9.65359477124183,0.12290245251705656
306,3,2,[3016 2636 3120],[3019 2958 2975],10.1628664495114,9.635179153094462,0.12290245251705656
307,3,2,[3026 2654 3124],[3036 2962 2975],10.142857142857142,9.616883116883116,0.12290245251705656
308,3,2,[3036 2672 3128],[3053 2966 2975],10.122977346278317,9.598705501618124,0.12290245251705656
309,3,2,[3046 2690 3132],[3070 2970 2975],10.103225806451613,9.580645161290322,0.12290245251705656
310,3,2,[3056 2708 3136],[3087 2974 2975],10.083601286173634,9.562700964630226,0.12290245251705656
311,3,2,[3066 2726 3140],[3104 2978 2975],10.064102564102564,9.53525641025641,0.12290245251705656
312,3,3,[3079 2737 3140],[3121 2982 2975],10.031948881789138,9.504792332268371,0.12290245251705656
313,3,3,[3092 2748 3140],[3138 2986 2975],10.0,9.47452229299363,0.12290245251705656
314,3,3,[3105 2759 3140],[3155 2990 2975],9.968253968253968,9.444444444444445,0.12290245251705656
315,3,3,[3118 2770 3140],[3172 2994 2975],9.936708860759493,9.414556962025317,0.12290245251705656
316,3,3,[3131 2781 3140],[3189 2998 2975],9.905362776025237,9.384858044164037,0.12290245251705656
317,3,3,[3144 2792 3140],[3206 3002 2975],9.88679245283019,9.355345911949685,0.12290245251705656
318,1,3,[3157 2803 3140],[3215 3012 2988],9.89655172413793,9.366771159874608,0.12290245251705656
319,1,3,[3170 2814 3140],[3224 3022 3001],9.90625,9.378125,0.12290245251705656
320,1,3,[3183 2825 3140],[3233 3032 3014],9.91588785046729,9.389408099688474,0.12290245251705656
321,1,3,[3196 2836 3140],[3242 3042 3027],9.925465838509316,9.400621118012422,0.12290245251705656
322,1,3,[3209 2847 3140],[3251 3052 3040],9.93498452012384,9.411764705882353,0.12290245251705656
323,1,3,[3222 2858 3140],[3260 3062 3053],9.944444444444445,9.42283950617284,0.12290245251705656
324,1,3,[3235 2869 3140],[3269 3072 3066],9.953846153846154,9.433846153846154,0.12290245251705656
325,1,3,[3248 2880 3140],[3278 3082 3079],9.963190184049079,9.44478527607362,0.12290245251705656
326,1,3,[3261 2891 3140],[3287 3092 3092],9.972477064220184,9.45565749235474,0.12290245251705656
327,1,3,[3274 2902 3140],[3296 3102 3105],9.981707317073171,9.457317073170731,0.12290245251705656
328,1,2,[3284 2920 3144],[3305 3112 3118],9.98176291793313,9.458966565349543,0.12290245251705656
329,1,2,[3294 2938 3148],[3314 3122 3131],9.981818181818182,9.460606060606061,0.12290245251705656
330,1,2,[3304 2956 3152],[3323 3132 3144],9.981873111782477,9.462235649546828,0.12290245251705656
331,1,2,[3314 2974 3156],[3332 3142 3157],9.981927710843374,9.463855421686747,0.12290245251705656
332,1,2,[3324 2992 3160],[3341 3152 3170],9.981981981981981,9.465465465465465,0.12290245251705656
333,1,2,[3334 3010 3164],[3350 3162 3183],9.982035928143713,9.467065868263473,0.12290245251705656
334,1,2,[3344 3028 3168],[3359 3172 3196],9.982089552238806,9.468656716417911,0.12290245251705656
335,1,2,[3354 3046 3172],[3368 3182 3209],9.982142857142858,9.470238095238095,0.12290245251705656
336,1,2,[3364 3064 3176],[3377 3192 3222],9.98219584569733,9.47181008902077,0.12290245251705656
337,1,2,[3374 3082 3180],[3386 3202 3235],9.982248520710058,9.47337278106509,0.12290245251705656
338,1,2,[3384 3100 3184],[3395 3212 3248],9.982300884955752,9.474926253687316,0.12290245251705656
339,1,2,[3394 3118 3188],[3404 3222 3261],9.98235294117647,9.476470588235294,0.12290245251705656
340,1,2,[3404 3136 3192],[3413 3232 3274],9.982404692082111,9.47800586510264,0.12290245251705656
341,1,2,[3414 3154 3196],[3422 3242 3287],9.982456140350877,9.47953216374269,0.12290245251705656
342,1,2,[3424 3172 3200],[3431 3252 3300],9.982507288629737,9.481049562682216,0.12290245251705656
343,1,2,[3434 3190 3204],[3440 3262 3313],9.982558139534884,9.482558139534884,0.12290245251705656
344,1,2,[3444 3208 3208],[3449 3272 3326],9.982608695652173,9.484057971014492,0.12290245251705656
345,1,2,[3454 3226 3212],[3458 3282 3339],9.982658959537572,9.485549132947977,0.12290245251705656
346,1,2,[3464 3244 3216],[3467 3292 3352],9.982708933717579,9.487031700288185,0.12290245251705656
347,1,2,[3474 3262 3220],[3476 3302 3365],9.982758620689655,9.488505747126437,0.12290245251705656
348,1,2,[3484 3280 3224],[3485 3312 3378],9.982808022922637,9.489971346704872,0.12290245251705656
349,1,2,[3494 3298 3228],[3494 3322 3391],9.982857142857142,9.491428571428571,0.12290245251705656
350,1,2,[3504 3316 3232],[3503 3332 3404],9.982905982905983,9.492877492877493,0.12290245251705656
351,1,2,[3514 3334 3236],[3512 3342 3417],9.982954545454545,9.494318181818182,0.12290245251705656
352,1,2,[3524 3352 3240],[3521 3352 3430],9.98300283286119,9.495750708215297,0.12290245251705656
353,1,2,[3534 3370 3244],[3530 3362 3443],9.983050847457626,9.497175141242938,0.12290245251705656
354,1,2,[3544 3388 3248],[3539 3372 3456],9.983098591549295,9.498591549295774,0.12290245251705656
355,1,2,[3554 3406 3252],[3548 3382 3469],9.98314606741573,9.5,0.12290245251705656
356,1,2,[3564 3424 3256],[3557 3392 3482],9.983193277310924,9.50140056022409,0.12290245251705656
357,1,2,[3574 3442 3260],[3566 3402 3495],9.983240223463687,9.502793296089385,0.12290245251705656
358,1,2,[3584 3460 3264],[3575 3412 3508],9.983286908077995,9.504178272980502,0.12290245251705656
359,1,2,[3594 3478 3268],[3584 3422 3521],9.983333333333333,9.505555555555556,0.12290245251705656
360,1,2,[3604 3496 3272],[3593 3432 3534],9.983379501385041,9.506925207756233,0.12290245251705656
361,1,2,[3614 3514 3276],[3602 3442 3547],9.98342541436464,9.508287292817679,0.12290245251705656
362,1,2,[3624 3532 3280],[3611 3452 3560],9.983471074380166,9.509641873278238,0.12290245251705656
363,1,2,[3634 3550 3284],[3620 3462 3573],9.983516483516484,9.510989010989011,0.12290245251705656
364,1,2,[3644 3568 3288],[3629 3472 3586],9.983561643835616,9.512328767123288,0.12290245251705656
365,1,2,[3654 3586 3292],[3638 3482 3599],9.98360655737705,9.513661202185792,0.12290245251705656
366,1,2,[3664 3604 3296],[3647 3492 3612],9.983651226158038,9.514986376021799,0.12290245251705656
367,1,2,[3674 3622 3300],[3656 3502 3625],9.983695652173912,9.516304347826088,0.12290245251705656
368,1,2,[3684 3640 3304],[3665 3512 3638],9.983739837398375,9.517615176151761,0.12290245251705656
369,1,2,[3694 3658 3308],[3674 3522 3651],9.983783783783784,9.518918918918919,0.12290245251705656
370,1,2,[3704 3676 3312],[3683 3532 3664],9.983827493261456,9.520215633423181,0.12290245251705656
371,1,2,[3714 3694 3316],[3692 3542 3677],9.983870967741936,9.521505376344086,0.12290245251705656
372,1,2,[3724 3712 3320],[3701 3552 3690],9.983914209115282,9.52278820375335,0.12290245251705656
373,1,2,[3734 3730 3324],[3710 3562 3703],9.983957219251337,9.524064171122994,0.12290245251705656
374,1,2,[3744 3748 3328],[3719 3572 3716],9.994666666666667,9.525333333333334,0.12290245251705656
375,2,2,[3754 3766 3332],[3720 3590 3727],10.01595744680851,9.547872340425531,0.12290245251705656
376,2,2,[3764 3784 3336],[3721 3608 3738],10.037135278514588,9.570291777188329,0.12290245251705656
377,2,2,[3774 3802 3340],[3722 3626 3749],10.058201058201059,9.592592592592593,0.12290245251705656
378,2,2,[3784 3820 3344],[3723 3644 3760],10.07915567282322,9.614775725593667,0.12290245251705656
379,2,2,[3794 3838 3348],[3724 3662 3771],10.1,9.636842105263158,0.12290245251705656
380,2,2,[3804 3856 3352],[3725 3680 3782],10.120734908136482,9.658792650918635,0.12290245251705656
381,2,2,[3814 3874 3356],[3726 3698 3793],10.141361256544503,9.680628272251308,0.12290245251705656
382,2,2,[3824 3892 3360],[3727 3716 3804],10.161879895561357,9.702349869451696,0.12290245251705656
383,2,2,[3834 3910 3364],[3728 3734 3815],10.182291666666666,9.708333333333334,0.12290245251705656
384,2,1,[3843 3911 3381],[3729 3752 3826],10.158441558441558,9.685714285714285,0.12290245251705656
385,2,1,[3852 3912 3398],[3730 3770 3837],10.134715025906736,9.663212435233161,0.12290245251705656
386,2,1,[3861 3913 3415],[3731 3788 3848],10.11111111111111,9.640826873385013,0.12290245251705656
387,2,1,[3870 3914 3432],[3732 3806 3859],10.087628865979381,9.618556701030927,0.12290245251705656
388,2,1,[3879 3915 3449],[3733 3824 3870],10.06426735218509,9.596401028277635,0.12290245251705656
389,2,1,[3888 3916 3466],[3734 3842 3881],10.04102564102564,9.574358974358974,0.12290245251705656
390,2,1,[3897 3917 3483],[3735 3860 3892],10.017902813299234,9.552429667519181,0.12290245251705656
391,2,1,[3906 3918 3500],[3736 3878 3903],9.994897959183673,9.53061224489796,0.12290245251705656
392,2,1,[3915 3919 3517],[3737 3896 3914],9.97201017811705,9.508905852417303,0.12290245251705656
393,2,1,[3924 3920 3534],[3738 3914 3925],9.959390862944163,9.48730964467005,0.12290245251705656
394,1,1,[3933 3921 3551],[3747 3924 3938],9.956962025316455,9.48607594936709,0.12290245251705656
395,1,1,[3942 3922 3568],[3756 3934 3951],9.954545454545455,9.484848484848484,0.12290245251705656
396,1,1,[3951 3923 3585],[3765 3944 3964],9.952141057934508,9.483627204030226,0.12290245251705656
397,1,1,[3960 3924 3602],[3774 3954 3977],9.949748743718592,9.482412060301508,0.12290245251705656
398,1,1,[3969 3925 3619],[3783 3964 3990],9.947368421052632,9.481203007518797,0.12290245251705656
399,1,1,[3978 3926 3636],[3792 3974 4003],9.945,9.48,0.12290245251705656
400,1,1,[3987 3927 3653],[3801 3984 4016],9.942643391521196,9.478802992518704,0.12290245251705656
401,1,1,[3996 3928 3670],[3810 3994 4029],9.940298507462687,9.477611940298507,0.12290245251705656
402,1,1,[4005 3929 3687],[3819 4004 4042],9.937965260545905,9.476426799007443,0.12290245251705656
403,1,1,[4014 3930 3704],[3828 4014 4055],9.935643564356436,9.475247524752476,0.12290245251705656
404,1,1,[4023 3931 3721],[3837 4024 4068],9.933333333333334,9.474074074074075,0.12290245251705656
405,1,1,[4032 3932 3738],[3846 4034 4081],9.931034482758621,9.472906403940886,0.12290245251705656
406,1,1,[4041 3933 3755],[3855 4044 4094],9.928746928746929,9.471744471744472,0.12290245251705656
407,1,1,[4050 3934 3772],[3864 4054 4107],9.926470588235293,9.470588235294118,0.12290245251705656
408,1,1,[4059 3935 3789],[3873 4064 4120],9.924205378973106,9.469437652811736,0.12290245251705656
409,1,1,[4068 3936 3806],[3882 4074 4133],9.921951219512195,9.46829268292683,0.12290245251705656
410,1,1,[4077 3937 3823],[3891 4084 4146],9.91970802919708,9.467153284671532,0.12290245251705656
411,1,1,[4086 3938 3840],[3900 4094 4159],9.91747572815534,9.466019417475728,0.12290245251705656
412,1,1,[4095 3939 3857],[3909 4104 4172],9.915254237288135,9.464891041162227,0.12290245251705656
413,1,1,[4104 3940 3874],[3918 4114 4185],9.91304347826087,9.46376811594203,0.12290245251705656
414,1,1,[4113 3941 3891],[3927 4124 4198],9.910843373493975,9.462650602409639,0.12290245251705656
415,1,1,[4122 3942 3908],[3936 4134 4211],9.908653846153847,9.461538461538462,0.12290245251705656
416,1,1,[4131 3943 3925],[3945 4144 4224],9.906474820143885,9.46043165467626,0.12290245251705656
417,1,1,[4140 3944 3942],[3954 4154 4237],9.904306220095695,9.45933014354067,0.12290245251705656
418,1,1,[4149 3945 3959],[3963 4164 4250],9.902147971360382,9.458233890214798,0.12290245251705656
419,1,1,[4158 3946 3976],[3972 4174 4263],9.9,9.457142857142857,0.12290245251705656
420,1,1,[4167 3947 3993],[3981 4184 4276],9.897862232779097,9.45605700712589,0.12290245251705656
421,1,1,[4176 3948 4010],[3990 4194 4289],9.895734597156398,9.454976303317535,0.12290245251705656
422,1,1,[4185 3949 4027],[3999 4204 4302],9.893617021276595,9.453900709219859,0.12290245251705656
423,1,1,[4194 3950 4044],[4008 4214 4315],9.891509433962264,9.452830188679245,0.12290245251705656
424,1,1,[4203 3951 4061],[4017 4224 4328],9.889411764705882,9.451764705882352,0.12290245251705656
425,1,1,[4212 3952 4078],[4026 4234 4341],9.887323943661972,9.450704225352112,0.12290245251705656
426,1,1,[4221 3953 4095],[4035 4244 4354],9.885245901639344,9.449648711943794,0.12290245251705656
427,1,1,[4230 3954 4112],[4044 4254 4367],9.883177570093459,9.448598130841122,0.12290245251705656
428,1,1,[4239 3955 4129],[4053 4264 4380],9.881118881118882,9.447552447552448,0.12290245251705656
429,1,1,[4248 3956 4146],[4062 4274 4393],9.87906976744186,9.446511627906977,0.12290245251705656
430,1,1,[4257 3957 4163],[4071 4284 4406],9.877030162412993,9.445475638051045,0.12290245251705656
431,1,1,[4266 3958 4180],[4080 4294 4419],9.875,9.444444444444445,0.12290245251705656
432,1,1,[4275 3959 4197],[4089 4304 4432],9.872979214780601,9.443418013856814,0.12290245251705656
433,1,1,[4284 3960 4214],[4098 4314 4445],9.870967741935484,9.442396313364055,0.12290245251705656
434,1,1,[4293 3961 4231],[4107 4324 4458],9.86896551724138,9.441379310344828,0.12290245251705656
435,1,1,[4302 3962 4248],[4116 4334 4471],9.86697247706422,9.440366972477063,0.12290245251705656
436,1,1,[4311 3963 4265],[4125 4344 4484],9.864988558352403,9.439359267734554,0.12290245251705656
437,1,1,[4320 3964 4282],[4134 4354 4497],9.863013698630137,9.438356164383562,0.12290245251705656
438,1,1,[4329 3965 4299],[4143 4364 4510],9.861047835990888,9.437357630979498,0.12290245251705656
439,1,1,[4338 3966 4316],[4152 4374 4523],9.85909090909091,9.436363636363636,0.12290245251705656
440,1,1,[4347 3967 4333],[4161 4384 4536],9.857142857142858,9.435374149659864,0.12290245251705656
441,1,1,[4356 3968 4350],[4170 4394 4549],9.855203619909503,9.434389140271493,0.12290245251705656
442,1,1,[4365 3969 4367],[4179 4404 4562],9.857787810383748,9.433408577878104,0.12290245251705656
443,3,1,[4374 3970 4384],[4196 4408 4562],9.873873873873874,9.45045045045045,0.12290245251705656
444,3,1,[4383 3971 4401],[4213 4412 4562],9.889887640449437,9.467415730337079,0.12290245251705656
445,3,1,[4392 3972 4418],[4230 4416 4562],9.905829596412556,9.484304932735427,0.12290245251705656
446,3,1,[4401 3973 4435],[4247 4420 4562],9.921700223713646,9.501118568232663,0.12290245251705656
447,3,1,[4410 3974 4452],[4264 4424 4562],9.9375,9.517857142857142,0.12290245251705656
448,3,1,[4419 3975 4469],[4281 4428 4562],9.953229398663698,9.534521158129175,0.12290245251705656
449,3,1,[4428 3976 4486],[4298 4432 4562],9.96888888888889,9.551111111111112,0.12290245251705656
450,3,1,[4437 3977 4503],[4315 4436 4562],9.984478935698448,9.567627494456763,0.12290245251705656
451,3,1,[4446 3978 4520],[4332 4440 4562],10.0,9.584070796460177,0.12290245251705656
452,3,1,[4455 3979 4537],[4349 4444 4562],10.015452538631347,9.600441501103752,0.12290245251705656
453,3,1,[4464 3980 4554],[4366 4448 4562],10.030837004405287,9.616740088105727,0.12290245251705656
454,3,1,[4473 3981 4571],[4383 4452 4562],10.046153846153846,9.632967032967032,0.12290245251705656
455,3,1,[4482 3982 4588],[4400 4456 4562],10.06140350877193,9.649122807017545,0.12290245251705656
456,3,1,[4491 3983 4605],[4417 4460 4562],10.076586433260394,9.665207877461707,0.12290245251705656
457,3,1,[4500 3984 4622],[4434 4464 4562],10.091703056768559,9.681222707423581,0.12290245251705656
458,3,1,[4509 3985 4639],[4451 4468 4562],10.106753812636166,9.697167755991286,0.12290245251705656
459,3,1,[4518 3986 4656],[4468 4472 4562],10.121739130434783,9.71304347826087,0.12290245251705656
460,3,1,[4527 3987 4673],[4485 4476 4562],10.136659436008676,9.709327548806941,0.12290245251705656
461,3,2,[4537 4005 4677],[4502 4480 4562],10.123376623376624,9.696969696969697,0.12290245251705656
462,3,2,[4547 4023 4681],[4519 4484 4562],10.110151187904968,9.684665226781858,0.12290245251705656
463,3,2,[4557 4041 4685],[4536 4488 4562],10.09698275862069,9.672413793103448,0.12290245251705656
464,3,2,[4567 4059 4689],[4553 4492 4562],10.083870967741936,9.66021505376344,0.12290245251705656
465,3,2,[4577 4077 4693],[4570 4496 4562],10.070815450643776,9.648068669527897,0.12290245251705656
466,3,2,[4587 4095 4697],[4587 4500 4562],10.057815845824411,9.635974304068522,0.12290245251705656
467,3,2,[4597 4113 4701],[4604 4504 4562],10.044871794871796,9.623931623931623,0.12290245251705656
468,3,2,[4607 4131 4705],[4621 4508 4562],10.031982942430703,9.611940298507463,0.12290245251705656
469,3,2,[4617 4149 4709],[4638 4512 4562],10.019148936170213,9.6,0.12290245251705656
470,3,2,[4627 4167 4713],[4655 4516 4562],10.006369426751592,9.588110403397028,0.12290245251705656
471,3,2,[4637 4185 4717],[4672 4520 4562],9.99364406779661,9.576271186440678,0.12290245251705656
472,3,2,[4647 4203 4721],[4689 4524 4562],9.980972515856237,9.56448202959831,0.12290245251705656
473,3,2,[4657 4221 4725],[4706 4528 4562],9.968354430379748,9.552742616033756,0.12290245251705656
474,3,2,[4667 4239 4729],[4723 4532 4562],9.955789473684211,9.541052631578948,0.12290245251705656
475,3,2,[4677 4257 4733],[4740 4536 4562],9.943277310924369,9.529411764705882,0.12290245251705656
476,3,2,[4687 4275 4737],[4757 4540 4562],9.930817610062894,9.517819706498951,0.12290245251705656
477,3,2,[4697 4293 4741],[4774 4544 4562],9.918410041841005,9.506276150627615,0.12290245251705656
478,3,2,[4707 4311 4745],[4791 4548 4562],9.906054279749478,9.494780793319416,0.12290245251705656
479,3,2,[4717 4329 4749],[4808 4552 4562],9.89375,9.483333333333333,0.12290245251705656
480,3,2,[4727 4347 4753],[4825 4556 4562],9.881496881496881,9.471933471933472,0.12290245251705656
481,3,2,[4737 4365 4757],[4842 4560 4562],9.869294605809129,9.46058091286307,0.12290245251705656
482,3,2,[4747 4383 4761],[4859 4564 4562],9.857142857142858,9.445134575569359,0.12290245251705656
483,3,3,[4760 4394 4761],[4876 4568 4562],9.836776859504132,9.425619834710744,0.11485172581429204
484,3,3,[4773 4405 4761],[4893 4572 4562],9.841237113402062,9.40618556701031,0.11485172581429204
485,1,3,[4786 4416 4761],[4902 4582 4575],9.847736625514404,9.41358024691358,0.11485172581429204
486,1,3,[4799 4427 4761],[4911 4592 4588],9.854209445585216,9.42094455852156,0.11485172581429204
487,1,3,[4812 4438 4761],[4920 4602 4601],9.860655737704919,9.42827868852459,0.11485172581429204
488,1,3,[4825 4449 4761],[4929 4612 4614],9.867075664621677,9.431492842535787,0.11485172581429204
489,1,2,[4835 4467 4765],[4938 4622 4627],9.86734693877551,9.43265306122449,0.11485172581429204
490,1,2,[4845 4485 4769],[4947 4632 4640],9.867617107942973,9.433808553971486,0.11485172581429204
491,1,2,[4855 4503 4773],[4956 4642 4653],9.867886178861788,9.434959349593496,0.11485172581429204
492,1,2,[4865 4521 4777],[4965 4652 4666],9.86815415821501,9.436105476673427,0.11485172581429204
493,1,2,[4875 4539 4781],[4974 4662 4679],9.868421052631579,9.437246963562753,0.11485172581429204
494,1,2,[4885 4557 4785],[4983 4672 4692],9.868686868686869,9.438383838383839,0.11485172581429204
495,1,2,[4895 4575 4789],[4992 4682 4705],9.868951612903226,9.439516129032258,0.11485172581429204
496,1,2,[4905 4593 4793],[5001 4692 4718],9.869215291750503,9.440643863179075,0.11485172581429204
497,1,2,[4915 4611 4797],[5010 4702 4731],9.869477911646586,9.441767068273093,0.11485172581429204
498,1,2,[4925 4629 4801],[5019 4712 4744],9.869739478957916,9.442885771543086,0.11485172581429204
499,1,2,[4935 4647 4805],[5028 4722 4757],9.87,9.444,0.11485172581429204
500,1,2,[4945 4665 4809],[5037 4732 4770],9.870259481037925,9.445109780439122,0.11485172581429204
501,1,2,[4955 4683 4813],[5046 4742 4783],9.870517928286853,9.44621513944223,0.11485172581429204
502,1,2,[4965 4701 4817],[5055 4752 4796],9.870775347912526,9.447316103379721,0.11485172581429204
503,1,2,[4975 4719 4821],[5064 4762 4809],9.871031746031745,9.448412698412698,0.11485172581429204
504,1,2,[4985 4737 4825],[5073 4772 4822],9.871287128712872,9.449504950495049,0.11485172581429204
505,1,2,[4995 4755 4829],[5082 4782 4835],9.871541501976285,9.450592885375494,0.11485172581429204
506,1,2,[5005 4773 4833],[5091 4792 4848],9.871794871794872,9.451676528599606,0.11485172581429204
507,1,2,[5015 4791 4837],[5100 4802 4861],9.872047244094489,9.452755905511811,0.11485172581429204
508,1,2,[5025 4809 4841],[5109 4812 4874],9.87229862475442,9.453831041257367,0.11485172581429204
509,1,2,[5035 4827 4845],[5118 4822 4887],9.872549019607844,9.454901960784314,0.11485172581429204
510,1,2,[5045 4845 4849],[5127 4832 4900],9.87279843444227,9.4559686888454,0.11485172581429204
511,1,2,[5055 4863 4853],[5136 4842 4913],9.873046875,9.45703125,0.11485172581429204
512,1,2,[5065 4881 4857],[5145 4852 4926],9.873294346978557,9.458089668615985,0.11485172581429204
513,1,2,[5075 4899 4861],[5154 4862 4939],9.873540856031129,9.459143968871595,0.11485172581429204
514,1,2,[5085 4917 4865],[5163 4872 4952],9.87378640776699,9.460194174757282,0.11485172581429204
515,1,2,[5095 4935 4869],[5172 4882 4965],9.874031007751938,9.46124031007752,0.11485172581429204
516,1,2,[5105 4953 4873],[5181 4892 4978],9.874274661508704,9.462282398452611,0.11485172581429204
517,1,2,[5115 4971 4877],[5190 4902 4991],9.874517374517374,9.463320463320464,0.11485172581429204
518,1,2,[5125 4989 4881],[5199 4912 5004],9.8747591522158,9.464354527938342,0.11485172581429204
519,1,2,[5135 5007 4885],[5208 4922 5017],9.875,9.465384615384615,0.11485172581429204
520,1,2,[5145 5025 4889],[5217 4932 5030],9.875239923224568,9.466410748560461,0.11485172581429204
521,1,2,[5155 5043 4893],[5226 4942 5043],9.875478927203066,9.46743295019157,0.11485172581429204
522,1,2,[5165 5061 4897],[5235 4952 5056],9.875717017208412,9.468451242829827,0.11485172581429204
523,1,2,[5175 5079 4901],[5244 4962 5069],9.875954198473282,9.469465648854962,0.11485172581429204
524,1,2,[5185 5097 4905],[5253 4972 5082],9.876190476190477,9.470476190476191,0.11485172581429204
525,1,2,[5195 5115 4909],[5262 4982 5095],9.876425855513308,9.47148288973384,0.11485172581429204
526,1,2,[5205 5133 4913],[5271 4992 5108],9.876660341555977,9.472485768500949,0.11485172581429204
527,1,2,[5215 5151 4917],[5280 5002 5121],9.87689393939394,9.473484848484848,0.11485172581429204
528,1,2,[5225 5169 4921],[5289 5012 5134],9.877126654064272,9.474480151228734,0.11485172581429204
529,1,2,[5235 5187 4925],[5298 5022 5147],9.877358490566039,9.475471698113207,0.11485172581429204
530,1,2,[5245 5205 4929],[5307 5032 5160],9.87758945386064,9.476459510357815,0.11485172581429204
531,1,2,[5255 5223 4933],[5316 5042 5173],9.87781954887218,9.477443609022556,0.11485172581429204
532,1,2,[5265 5241 4937],[5325 5052 5186],9.878048780487806,9.47842401500938,0.11485172581429204
533,1,2,[5275 5259 4941],[5334 5062 5199],9.878277153558052,9.47940074906367,0.11485172581429204
534,1,2,[5285 5277 4945],[5343 5072 5212],9.878504672897197,9.480373831775701,0.11485172581429204
535,1,2,[5295 5295 4949],[5352 5082 5225],9.878731343283581,9.48134328358209,0.11485172581429204
536,2,2,[5305 5313 4953],[5353 5100 5236],9.893854748603353,9.497206703910615,0.11485172581429204
537,2,2,[5315 5331 4957],[5354 5118 5247],9.908921933085502,9.513011152416357,0.11485172581429204
538,2,2,[5325 5349 4961],[5355 5136 5258],9.923933209647496,9.528756957328385,0.11485172581429204
539,2,2,[5335 5367 4965],[5356 5154 5269],9.938888888888888,9.544444444444444,0.11485172581429204
540,2,2,[5345 5385 4969],[5357 5172 5280],9.953789279112755,9.560073937153419,0.11485172581429204
541,2,2,[5355 5403 4973],[5358 5190 5291],9.968634686346864,9.575645756457565,0.11485172581429204
542,2,2,[5365 5421 4977],[5359 5208 5302],9.98342541436464,9.591160220994475,0.11485172581429204
543,2,2,[5375 5439 4981],[5360 5226 5313],9.998161764705882,9.606617647058824,0.11485172581429204
544,2,2,[5385 5457 4985],[5361 5244 5324],10.012844036697247,9.622018348623854,0.11485172581429204
545,2,2,[5395 5475 4989],[5362 5262 5335],10.027472527472527,9.637362637362637,0.11485172581429204
546,2,2,[5405 5493 4993],[5363 5280 5346],10.042047531992687,9.652650822669104,0.11485172581429204
547,2,2,[5415 5511 4997],[5364 5298 5357],10.056569343065693,9.667883211678832,0.11485172581429204
548,2,2,[5425 5529 5001],[5365 5316 5368],10.07103825136612,9.683060109289617,0.11485172581429204
549,2,2,[5435 5547 5005],[5366 5334 5379],10.085454545454546,9.698181818181817,0.11485172581429204
550,2,2,[5445 5565 5009],[5367 5352 5390],10.099818511796734,9.713248638838476,0.11485172581429204
551,2,2,[5455 5583 5013],[5368 5370 5401],10.11413043478261,9.72463768115942,0.11213917834471232
552,2,1,[5464 5584 5030],[5369 5388 5412],10.097649186256781,9.708860759493671,0.11213917834471232
553,2,1,[5473 5585 5047],[5370 5406 5423],10.081227436823104,9.693140794223826,0.11213917834471232
554,2,1,[5482 5586 5064],[5371 5424 5434],10.064864864864864,9.677477477477478,0.11213917834471232
555,2,1,[5491 5587 5081],[5372 5442 5445],10.048561151079136,9.661870503597122,0.11213917834471232
556,2,1,[5500 5588 5098],[5373 5460 5456],10.032315978456014,9.646319569120287,0.11213917834471232
557,2,1,[5509 5589 5115],[5374 5478 5467],10.016129032258064,9.630824372759857,0.11213917834471232
558,2,1,[5518 5590 5132],[5375 5496 5478],10.0,9.615384615384615,0.11213917834471232
559,2,1,[5527 5591 5149],[5376 5514 5489],9.98392857142857,9.6,0.11213917834471232
560,2,1,[5536 5592 5166],[5377 5532 5500],9.967914438502675,9.584670231729055,0.11213917834471232
561,2,1,[5545 5593 5183],[5378 5550 5511],9.951957295373665,9.569395017793594,0.11213917834471232
562,2,1,[5554 5594 5200],[5379 5568 5522],9.936056838365896,9.554174067495559,0.11213917834471232
563,2,1,[5563 5595 5217],[5380 5586 5533],9.920212765957446,9.539007092198581,0.11213917834471232
564,2,1,[5572 5596 5234],[5381 5604 5544],9.904424778761062,9.523893805309735,0.11213917834471232
565,2,1,[5581 5597 5251],[5382 5622 5555],9.8886925795053,9.508833922261484,0.11213917834471232
