0,1,2,3,4,5,6,7
112,3,2,[1128  898 1143],[1153 1048 1098],10.11504424778761,9.274336283185841,0.385665193912617
113,3,2,[1138  916 1147],[1170 1052 1098],10.06140350877193,9.228070175438596,0.38521303258145423
114,3,2,[1148  934 1151],[1187 1056 1098],10.008695652173913,9.182608695652174,0.332505175983437
115,3,2,[1158  952 1155],[1204 1060 1098],9.982758620689655,9.137931034482758,0.30656814449917924
116,1,2,[1168  970 1159],[1213 1070 1111],9.982905982905983,9.145299145299145,0.30656814449917924
117,1,2,[1178  988 1163],[1222 1080 1124],9.983050847457626,9.152542372881356,0.30656814449917924
118,1,2,[1188 1006 1167],[1231 1090 1137],9.983193277310924,9.159663865546218,0.30656814449917924
119,1,2,[1198 1024 1171],[1240 1100 1150],9.983333333333333,9.166666666666666,0.30656814449917924
120,1,2,[1208 1042 1175],[1249 1110 1163],9.983471074380166,9.173553719008265,0.30656814449917924
121,1,2,[1218 1060 1179],[1258 1120 1176],9.98360655737705,9.180327868852459,0.30656814449917924
122,1,2,[1228 1078 1183],[1267 1130 1189],9.983739837398375,9.1869918699187,0.30656814449917924
123,1,2,[1238 1096 1187],[1276 1140 1202],9.983870967741936,9.193548387096774,0.30656814449917924
124,1,2,[1248 1114 1191],[1285 1150 1215],9.984,9.2,0.30656814449917924
125,1,2,[1258 1132 1195],[1294 1160 1228],9.984126984126984,9.206349206349206,0.30656814449917924
126,1,2,[1268 1150 1199],[1303 1170 1241],9.984251968503937,9.21259842519685,0.30656814449917924
127,1,2,[1278 1168 1203],[1312 1180 1254],9.984375,9.21875,0.30656814449917924
128,1,2,[1288 1186 1207],[1321 1190 1267],9.984496124031008,9.224806201550388,0.30656814449917924
129,1,2,[1298 1204 1211],[1330 1200 1280],9.984615384615385,9.23076923076923,0.30656814449917924
130,1,2,[1308 1222 1215],[1339 1210 1293],9.98473282442748,9.236641221374045,0.30656814449917924
131,1,2,[1318 1240 1219],[1348 1220 1306],9.984848484848484,9.242424242424242,0.30656814449917924
132,1,2,[1328 1258 1223],[1357 1230 1319],9.984962406015038,9.24812030075188,0.30656814449917924
133,1,2,[1338 1276 1227],[1366 1240 1332],9.985074626865671,9.253731343283581,0.30656814449917924
134,1,2,[1348 1294 1231],[1375 1250 1345],9.985185185185186,9.25925925925926,0.30656814449917924
135,1,2,[1358 1312 1235],[1384 1260 1358],9.985294117647058,9.264705882352942,0.30656814449917924
136,1,2,[1368 1330 1239],[1393 1270 1371],9.985401459854014,9.27007299270073,0.30656814449917924
137,1,2,[1378 1348 1243],[1402 1280 1384],9.985507246376812,9.27536231884058,0.30656814449917924
138,1,2,[1388 1366 1247],[1411 1290 1397],9.985611510791367,9.280575539568344,0.30656814449917924
139,1,2,[1398 1384 1251],[1420 1300 1410],9.985714285714286,9.285714285714286,0.30656814449917924
140,1,2,[1408 1402 1255],[1429 1310 1423],9.98581560283688,9.290780141843971,0.30656814449917924
141,1,2,[1418 1420 1259],[1438 1320 1436],10.0,9.295774647887324,0.30656814449917924
142,2,2,[1428 1438 1263],[1439 1338 1447],10.055944055944057,9.356643356643357,0.30656814449917924
143,2,2,[1438 1456 1267],[1440 1356 1458],10.11111111111111,9.416666666666666,0.30656814449917924
144,2,2,[1448 1474 1271],[1441 1374 1469],10.16551724137931,9.475862068965517,0.30656814449917924
145,2,2,[1458 1492 1275],[1442 1392 1480],10.219178082191782,9.534246575342467,0.30656814449917924
146,2,2,[1468 1510 1279],[1443 1410 1491],10.272108843537415,9.591836734693878,0.30656814449917924
147,2,2,[1478 1528 1283],[1444 1428 1502],10.324324324324325,9.64864864864865,0.30656814449917924
148,2,2,[1488 1546 1287],[1445 1446 1513],10.375838926174497,9.697986577181208,0.28477204350844687
149,2,1,[1497 1547 1304],[1446 1464 1524],10.313333333333333,9.64,0.28477204350844687
150,2,1,[1506 1548 1321],[1447 1482 1535],10.251655629139073,9.582781456953642,0.28477204350844687
151,2,1,[1515 1549 1338],[1448 1500 1546],10.19078947368421,9.526315789473685,0.28477204350844687
152,2,1,[1524 1550 1355],[1449 1518 1557],10.130718954248366,9.470588235294118,0.28477204350844687
153,2,1,[1533 1551 1372],[1450 1536 1568],10.071428571428571,9.415584415584416,0.28477204350844687
154,2,1,[1542 1552 1389],[1451 1554 1579],10.012903225806452,9.361290322580645,0.28477204350844687
155,2,1,[1551 1553 1406],[1452 1572 1590],9.955128205128204,9.307692307692308,0.25714162794699646
156,2,1,[1560 1554 1423],[1453 1590 1601],9.936305732484076,9.254777070063694,0.23831915530286807
157,1,1,[1569 1555 1440],[1462 1600 1614],9.930379746835444,9.253164556962025,0.23239316965423562
158,1,1,[1578 1556 1457],[1471 1610 1627],9.924528301886792,9.251572327044025,0.22654172470558365
159,1,1,[1587 1557 1474],[1480 1620 1640],9.91875,9.25,0.22076342281879135
160,1,1,[1596 1558 1491],[1489 1630 1653],9.91304347826087,9.248447204968944,0.21505690107966124
161,1,1,[1605 1559 1508],[1498 1640 1666],9.907407407407407,9.246913580246913,0.20942083022619862
162,1,1,[1614 1560 1525],[1507 1650 1679],9.901840490797547,9.245398773006135,0.20385391361633864
163,1,1,[1623 1561 1542],[1516 1660 1692],9.896341463414634,9.24390243902439,0.19835488623342634
164,1,1,[1632 1562 1559],[1525 1670 1705],9.89090909090909,9.242424242424242,0.19292251372788272
165,1,1,[1641 1563 1576],[1534 1680 1718],9.885542168674698,9.240963855421686,0.18755559149349033
166,1,1,[1650 1564 1593],[1543 1690 1731],9.880239520958083,9.239520958083832,0.1822529437768754
167,1,1,[1659 1565 1610],[1552 1700 1744],9.875,9.238095238095237,0.17701342281879207
168,1,1,[1668 1566 1627],[1561 1710 1757],9.8698224852071,9.236686390532544,0.17183590802589244
169,1,1,[1677 1567 1644],[1570 1720 1770],9.864705882352942,9.235294117647058,0.16671930517173372
170,1,1,[1686 1568 1661],[1579 1730 1783],9.859649122807017,9.23391812865497,0.16166254562580917
171,1,1,[1695 1569 1678],[1588 1740 1796],9.854651162790697,9.232558139534884,0.15666458560948904
172,1,1,[1704 1570 1695],[1597 1750 1809],9.84971098265896,9.23121387283237,0.15172440547775246
173,1,1,[1713 1571 1712],[1606 1760 1822],9.844827586206897,9.229885057471265,0.14684100902568886
174,1,1,[1722 1572 1729],[1615 1770 1835],9.88,9.228571428571428,0.14684100902568886
175,3,1,[1731 1573 1746],[1632 1774 1835],9.920454545454545,9.272727272727273,0.14684100902568886
176,3,1,[1740 1574 1763],[1649 1778 1835],9.96045197740113,9.31638418079096,0.14684100902568886
177,3,1,[1749 1575 1780],[1666 1782 1835],10.0,9.359550561797754,0.14684100902568886
178,3,1,[1758 1576 1797],[1683 1786 1835],10.039106145251397,9.402234636871508,0.14684100902568886
179,3,1,[1767 1577 1814],[1700 1790 1835],10.077777777777778,9.444444444444445,0.14684100902568886
180,3,1,[1776 1578 1831],[1717 1794 1835],10.116022099447514,9.486187845303867,0.14684100902568886
181,3,1,[1785 1579 1848],[1734 1798 1835],10.153846153846153,9.527472527472527,0.14684100902568886
182,3,1,[1794 1580 1865],[1751 1802 1835],10.191256830601093,9.568306010928962,0.14684100902568886
183,3,1,[1803 1581 1882],[1768 1806 1835],10.228260869565217,9.608695652173912,0.14684100902568886
184,3,1,[1812 1582 1899],[1785 1810 1835],10.264864864864865,9.64864864864865,0.14684100902568886
185,3,1,[1821 1583 1916],[1802 1814 1835],10.301075268817204,9.688172043010752,0.14684100902568886
186,3,1,[1830 1584 1933],[1819 1818 1835],10.336898395721924,9.72192513368984,0.12290245251705656
187,3,2,[1840 1602 1937],[1836 1822 1835],10.303191489361701,9.691489361702128,0.12290245251705656
188,3,2,[1850 1620 1941],[1853 1826 1835],10.26984126984127,9.661375661375661,0.12290245251705656
189,3,2,[1860 1638 1945],[1870 1830 1835],10.236842105263158,9.631578947368421,0.12290245251705656
190,3,2,[1870 1656 1949],[1887 1834 1835],10.204188481675393,9.602094240837696,0.12290245251705656
191,3,2,[1880 1674 1953],[1904 1838 1835],10.171875,9.557291666666666,0.12290245251705656
192,3,3,[1893 1685 1953],[1921 1842 1835],10.119170984455959,9.507772020725389,0.12290245251705656
193,3,3,[1906 1696 1953],[1938 1846 1835],10.06701030927835,9.458762886597938,0.12290245251705656
194,3,3,[1919 1707 1953],[1955 1850 1835],10.015384615384615,9.41025641025641,0.12290245251705656
195,3,3,[1932 1718 1953],[1972 1854 1835],9.964285714285714,9.362244897959183,0.12290245251705656
196,3,3,[1945 1729 1953],[1989 1858 1835],9.913705583756345,9.314720812182742,0.12290245251705656
197,3,3,[1958 1740 1953],[2006 1862 1835],9.88888888888889,9.267676767676768,0.12290245251705656
198,1,3,[1971 1751 1953],[2015 1872 1848],9.904522613065327,9.28643216080402,0.12290245251705656
199,1,3,[1984 1762 1953],[2024 1882 1861],9.92,9.305,0.12290245251705656
200,1,3,[1997 1773 1953],[2033 1892 1874],9.935323383084578,9.323383084577115,0.12290245251705656
201,1,3,[2010 1784 1953],[2042 1902 1887],9.950495049504951,9.341584158415841,0.12290245251705656
202,1,3,[2023 1795 1953],[2051 1912 1900],9.96551724137931,9.35960591133005,0.12290245251705656
203,1,3,[2036 1806 1953],[2060 1922 1913],9.980392156862745,9.377450980392156,0.12290245251705656
204,1,3,[2049 1817 1953],[2069 1932 1926],9.995121951219513,9.395121951219512,0.12290245251705656
205,1,3,[2062 1828 1953],[2078 1942 1939],10.009708737864077,9.412621359223301,0.12290245251705656
206,1,3,[2075 1839 1953],[2087 1952 1952],10.02415458937198,9.429951690821255,0.12290245251705656
207,1,2,[2085 1857 1957],[2096 1962 1965],10.024038461538462,9.432692307692308,0.12290245251705656
208,1,2,[2095 1875 1961],[2105 1972 1978],10.023923444976077,9.435406698564593,0.12290245251705656
209,1,2,[2105 1893 1965],[2114 1982 1991],10.023809523809524,9.438095238095238,0.12290245251705656
210,1,2,[2115 1911 1969],[2123 1992 2004],10.023696682464456,9.440758293838863,0.12290245251705656
211,1,2,[2125 1929 1973],[2132 2002 2017],10.023584905660377,9.443396226415095,0.12290245251705656
212,1,2,[2135 1947 1977],[2141 2012 2030],10.023474178403756,9.446009389671362,0.12290245251705656
213,1,2,[2145 1965 1981],[2150 2022 2043],10.023364485981308,9.448598130841122,0.12290245251705656
214,1,2,[2155 1983 1985],[2159 2032 2056],10.023255813953488,9.451162790697675,0.12290245251705656
215,1,2,[2165 2001 1989],[2168 2042 2069],10.023148148148149,9.453703703703704,0.12290245251705656
216,1,2,[2175 2019 1993],[2177 2052 2082],10.023041474654377,9.456221198156681,0.12290245251705656
217,1,2,[2185 2037 1997],[2186 2062 2095],10.022935779816514,9.458715596330276,0.12290245251705656
218,1,2,[2195 2055 2001],[2195 2072 2108],10.02283105022831,9.461187214611872,0.12290245251705656
219,1,2,[2205 2073 2005],[2204 2082 2121],10.022727272727273,9.463636363636363,0.12290245251705656
220,1,2,[2215 2091 2009],[2213 2092 2134],10.02262443438914,9.46606334841629,0.12290245251705656
221,1,2,[2225 2109 2013],[2222 2102 2147],10.022522522522523,9.468468468468469,0.12290245251705656
222,1,2,[2235 2127 2017],[2231 2112 2160],10.022421524663677,9.47085201793722,0.12290245251705656
223,1,2,[2245 2145 2021],[2240 2122 2173],10.022321428571429,9.473214285714286,0.12290245251705656
224,1,2,[2255 2163 2025],[2249 2132 2186],10.022222222222222,9.475555555555555,0.12290245251705656
225,1,2,[2265 2181 2029],[2258 2142 2199],10.02212389380531,9.47787610619469,0.12290245251705656
226,1,2,[2275 2199 2033],[2267 2152 2212],10.022026431718063,9.480176211453745,0.12290245251705656
227,1,2,[2285 2217 2037],[2276 2162 2225],10.021929824561404,9.482456140350877,0.12290245251705656
228,1,2,[2295 2235 2041],[2285 2172 2238],10.02183406113537,9.48471615720524,0.12290245251705656
229,1,2,[2305 2253 2045],[2294 2182 2251],10.021739130434783,9.486956521739131,0.12290245251705656
230,1,2,[2315 2271 2049],[2303 2192 2264],10.021645021645021,9.48917748917749,0.12290245251705656
231,1,2,[2325 2289 2053],[2312 2202 2277],10.02155172413793,9.491379310344827,0.12290245251705656
232,1,2,[2335 2307 2057],[2321 2212 2290],10.021459227467812,9.493562231759658,0.12290245251705656
233,1,2,[2345 2325 2061],[2330 2222 2303],10.021367521367521,9.495726495726496,0.12290245251705656
234,1,2,[2355 2343 2065],[2339 2232 2316],10.02127659574468,9.497872340425532,0.12290245251705656
235,1,2,[2365 2361 2069],[2348 2242 2329],10.021186440677965,9.5,0.12290245251705656
236,1,2,[2375 2379 2073],[2357 2252 2342],10.037974683544304,9.50210970464135,0.12290245251705656
237,2,2,[2385 2397 2077],[2358 2270 2353],10.071428571428571,9.53781512605042,0.12290245251705656
238,2,2,[2395 2415 2081],[2359 2288 2364],10.104602510460252,9.573221757322175,0.12290245251705656
239,2,2,[2405 2433 2085],[2360 2306 2375],10.1375,9.608333333333333,0.12290245251705656
240,2,2,[2415 2451 2089],[2361 2324 2386],10.1701244813278,9.643153526970954,0.12290245251705656
241,2,2,[2425 2469 2093],[2362 2342 2397],10.202479338842975,9.677685950413224,0.12290245251705656
242,2,2,[2435 2487 2097],[2363 2360 2408],10.234567901234568,9.7119341563786,0.12290245251705656
243,2,2,[2445 2505 2101],[2364 2378 2419],10.26639344262295,9.688524590163935,0.12290245251705656
244,2,1,[2454 2506 2118],[2365 2396 2430],10.228571428571428,9.653061224489797,0.12290245251705656
245,2,1,[2463 2507 2135],[2366 2414 2441],10.191056910569106,9.617886178861788,0.12290245251705656
246,2,1,[2472 2508 2152],[2367 2432 2452],10.153846153846153,9.582995951417004,0.12290245251705656
247,2,1,[2481 2509 2169],[2368 2450 2463],10.116935483870968,9.548387096774194,0.12290245251705656
248,2,1,[2490 2510 2186],[2369 2468 2474],10.080321285140561,9.514056224899598,0.12290245251705656
249,2,1,[2499 2511 2203],[2370 2486 2485],10.044,9.48,0.12290245251705656
250,2,1,[2508 2512 2220],[2371 2504 2496],10.00796812749004,9.44621513944223,0.12290245251705656
251,2,1,[2517 2513 2237],[2372 2522 2507],9.988095238095237,9.412698412698413,0.12290245251705656
252,1,1,[2526 2514 2254],[2381 2532 2520],9.984189723320158,9.411067193675889,0.12290245251705656
253,1,1,[2535 2515 2271],[2390 2542 2533],9.98031496062992,9.409448818897637,0.12290245251705656
254,1,1,[2544 2516 2288],[2399 2552 2546],9.976470588235294,9.407843137254902,0.12290245251705656
255,1,1,[2553 2517 2305],[2408 2562 2559],9.97265625,9.40625,0.12290245251705656
256,1,1,[2562 2518 2322],[2417 2572 2572],9.96887159533074,9.40466926070039,0.12290245251705656
257,1,1,[2571 2519 2339],[2426 2582 2585],9.965116279069768,9.4031007751938,0.12290245251705656
258,1,1,[2580 2520 2356],[2435 2592 2598],9.961389961389962,9.4015444015444,0.12290245251705656
259,1,1,[2589 2521 2373],[2444 2602 2611],9.957692307692307,9.4,0.12290245251705656
260,1,1,[2598 2522 2390],[2453 2612 2624],9.954022988505747,9.398467432950191,0.12290245251705656
261,1,1,[2607 2523 2407],[2462 2622 2637],9.950381679389313,9.396946564885496,0.12290245251705656
262,1,1,[2616 2524 2424],[2471 2632 2650],9.946768060836503,9.395437262357415,0.12290245251705656
263,1,1,[2625 2525 2441],[2480 2642 2663],9.943181818181818,9.393939393939394,0.12290245251705656
264,1,1,[2634 2526 2458],[2489 2652 2676],9.939622641509434,9.39245283018868,0.12290245251705656
265,1,1,[2643 2527 2475],[2498 2662 2689],9.936090225563909,9.390977443609023,0.12290245251705656
266,1,1,[2652 2528 2492],[2507 2672 2702],9.932584269662922,9.389513108614231,0.12290245251705656
267,1,1,[2661 2529 2509],[2516 2682 2715],9.92910447761194,9.388059701492537,0.12290245251705656
268,1,1,[2670 2530 2526],[2525 2692 2728],9.925650557620818,9.386617100371748,0.12290245251705656
269,1,1,[2679 2531 2543],[2534 2702 2741],9.922222222222222,9.385185185185184,0.12290245251705656
270,1,1,[2688 2532 2560],[2543 2712 2754],9.918819188191883,9.383763837638377,0.12290245251705656
271,1,1,[2697 2533 2577],[2552 2722 2767],9.915441176470589,9.382352941176471,0.12290245251705656
272,1,1,[2706 2534 2594],[2561 2732 2780],9.912087912087912,9.380952380952381,0.12290245251705656
273,1,1,[2715 2535 2611],[2570 2742 2793],9.908759124087592,9.379562043795621,0.12290245251705656
274,1,1,[2724 2536 2628],[2579 2752 2806],9.905454545454546,9.378181818181819,0.12290245251705656
275,1,1,[2733 2537 2645],[2588 2762 2819],9.902173913043478,9.376811594202898,0.12290245251705656
276,1,1,[2742 2538 2662],[2597 2772 2832],9.898916967509026,9.375451263537906,0.12290245251705656
277,1,1,[2751 2539 2679],[2606 2782 2845],9.89568345323741,9.37410071942446,0.12290245251705656
278,1,1,[2760 2540 2696],[2615 2792 2858],9.89247311827957,9.372759856630825,0.12290245251705656
279,1,1,[2769 2541 2713],[2624 2802 2871],9.889285714285714,9.371428571428572,0.12290245251705656
280,1,1,[2778 2542 2730],[2633 2812 2884],9.886120996441282,9.370106761565836,0.12290245251705656
281,1,1,[2787 2543 2747],[2642 2822 2897],9.882978723404255,9.368794326241135,0.12290245251705656
282,1,1,[2796 2544 2764],[2651 2832 2910],9.879858657243815,9.36749116607774,0.12290245251705656
283,1,1,[2805 2545 2781],[2660 2842 2923],9.876760563380282,9.366197183098592,0.12290245251705656
284,1,1,[2814 2546 2798],[2669 2852 2936],9.873684210526315,9.364912280701754,0.12290245251705656
285,1,1,[2823 2547 2815],[2678 2862 2949],9.87062937062937,9.363636363636363,0.12290245251705656
286,1,1,[2832 2548 2832],[2687 2872 2962],9.867595818815332,9.362369337979095,0.12290245251705656
287,1,1,[2841 2549 2849],[2696 2882 2975],9.89236111111111,9.36111111111111,0.12290245251705656
288,3,1,[2850 2550 2866],[2713 2886 2975],9.916955017301039,9.387543252595156,0.12290245251705656
289,3,1,[2859 2551 2883],[2730 2890 2975],9.941379310344828,9.413793103448276,0.12290245251705656
290,3,1,[2868 2552 2900],[2747 2894 2975],9.965635738831615,9.439862542955327,0.12290245251705656
